# BUSCO version is: 5.4.5 
# The lineage dataset is: apicomplexa_odb10 (Creation date: 2020-09-10, number of genomes: 54, number of BUSCOs: 446)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
2619at5794	Complete	1223_g	1274.2	787	https://www.orthodb.org/v10?query=2619at5794	Valyl-tRNA synthetase
2648at5794	Complete	1161_g	1101.8	856	https://www.orthodb.org/v10?query=2648at5794	Histidine kinase/HSP90-like ATPase
2676at5794	Complete	586_g	1148.8	892	https://www.orthodb.org/v10?query=2676at5794	Leucyl-tRNA synthetase
2708at5794	Complete	854_g	801.8	820	https://www.orthodb.org/v10?query=2708at5794	Elongation factor 2
2737at5794	Complete	4662_g	804.9	704	https://www.orthodb.org/v10?query=2737at5794	peptidase M16 inactive domain-containing protein
2816at5794	Complete	4448_g	1538.5	824	https://www.orthodb.org/v10?query=2816at5794	Splicing factor 3B subunit 1, putative
2838at5794	Complete	1859_g	184.8	501	https://www.orthodb.org/v10?query=2838at5794	ATP-dependent helicase, C-terminal
2962at5794	Complete	1183_g	1210.2	667	https://www.orthodb.org/v10?query=2962at5794	Serine/threonine-protein phosphatase
3002at5794	Complete	1682_g	682.1	637	https://www.orthodb.org/v10?query=3002at5794	Coatomer subunit beta
3086at5794	Complete	154_g	1052.6	815	https://www.orthodb.org/v10?query=3086at5794	Transcription elongation factor FACT 140 kDa, putative
3102at5794	Missing
3154at5794	Complete	1583_g	1432.9	916	https://www.orthodb.org/v10?query=3154at5794	P-type ATPase
3187at5794	Complete	3628_g	730.9	633	https://www.orthodb.org/v10?query=3187at5794	RNA cytidine acetyltransferase
3274at5794	Missing
3296at5794	Complete	1330_g	1441.2	727	https://www.orthodb.org/v10?query=3296at5794	Elongation factor 2
3349at5794	Complete	2151_g	765.5	663	https://www.orthodb.org/v10?query=3349at5794	Importin subunit beta-1, putative
3366at5794	Missing
3388at5794	Missing
3446at5794	Complete	1606_g	1256.5	716	https://www.orthodb.org/v10?query=3446at5794	cGMP-dependent protein kinase
3522at5794	Complete	420_g	900.1	621	https://www.orthodb.org/v10?query=3522at5794	Gelsolin-like domain
3558at5794	Missing
3686at5794	Complete	739_g	1032.2	887	https://www.orthodb.org/v10?query=3686at5794	Coatomer alpha subunit, putative
3730at5794	Complete	2364_g	829.5	522	https://www.orthodb.org/v10?query=3730at5794	Radical SAM
3823at5794	Complete	1598_g	1439.2	708	https://www.orthodb.org/v10?query=3823at5794	Ribonucleoside-diphosphate reductase
3933at5794	Complete	456_g	663.8	722	https://www.orthodb.org/v10?query=3933at5794	Wd g-beta repeat-containing protein
4086at5794	Complete	2831_g	1321.1	823	https://www.orthodb.org/v10?query=4086at5794	P-type ATPase
4144at5794	Complete	2048_g	750.1	808	https://www.orthodb.org/v10?query=4144at5794	CLU domain
4152at5794	Complete	2317_g	914.9	739	https://www.orthodb.org/v10?query=4152at5794	P-type ATPase
4162at5794	Missing
4227at5794	Complete	4588_g	593.1	490	https://www.orthodb.org/v10?query=4227at5794	Vacuolar protein sorting-associated protein 35
4246at5794	Missing
4291at5794	Complete	50_g	797.0	500	https://www.orthodb.org/v10?query=4291at5794	DNA replication licensing factor MCM3
4370at5794	Missing
4404at5794	Complete	1581_g	806.8	500	https://www.orthodb.org/v10?query=4404at5794	Mini-chromosome maintenance, conserved site
4430at5794	Complete	1526_g	803.4	679	https://www.orthodb.org/v10?query=4430at5794	Eukaryotic translation initiation factor 3 subunit C
4526at5794	Missing
4564at5794	Missing
4642at5794	Complete	3794_g	1079.5	648	https://www.orthodb.org/v10?query=4642at5794	Helicase, C-terminal
4695at5794	Complete	620_g	1419.1	688	https://www.orthodb.org/v10?query=4695at5794	ATPase, AAA-type, conserved site
4846at5794	Complete	247_g	827.8	835	https://www.orthodb.org/v10?query=4846at5794	Ankyrin repeat-containing domain
4856at5794	Complete	151_g	785.7	558	https://www.orthodb.org/v10?query=4856at5794	Eukaryotic translation initiation factor 3 subunit B
4967at5794	Complete	2659_g	593.7	537	https://www.orthodb.org/v10?query=4967at5794	Heat shock protein
5067at5794	Complete	898_g	413.7	449	https://www.orthodb.org/v10?query=5067at5794	Heat shock protein 110, putative
5247at5794	Complete	1401_g	999.9	605	https://www.orthodb.org/v10?query=5247at5794	Heat shock protein 90, putative
5412at5794	Complete	2451_g	561.6	729	https://www.orthodb.org/v10?query=5412at5794	Pre-mRNA-splicing factor SYF1
5445at5794	Complete	1779_g	566.9	577	https://www.orthodb.org/v10?query=5445at5794	Protein SEY1 homolog
5504at5794	Complete	491_g	637.5	726	https://www.orthodb.org/v10?query=5504at5794	Putative rRNA methyltransferase
5510at5794	Complete	3151_g	433.9	498	https://www.orthodb.org/v10?query=5510at5794	Integral membrane protein
5696at5794	Complete	1952_g	710.0	484	https://www.orthodb.org/v10?query=5696at5794	DNA ligase
5869at5794	Complete	347_g	932.8	518	https://www.orthodb.org/v10?query=5869at5794	4Fe-4S ferredoxin, iron-sulphur binding, conserved site
5881at5794	Missing
6024at5794	Complete	538_g	1026.3	788	https://www.orthodb.org/v10?query=6024at5794	Transportin, putative
6081at5794	Missing
6083at5794	Complete	1838_g	743.7	471	https://www.orthodb.org/v10?query=6083at5794	CTP synthase
6176at5794	Complete	2327_g	741.8	462	https://www.orthodb.org/v10?query=6176at5794	Polyadenylate-binding protein
6285at5794	Complete	4508_g	941.4	617	https://www.orthodb.org/v10?query=6285at5794	Vesicle-fusing ATPase
6307at5794	Complete	1181_g	1041.3	792	https://www.orthodb.org/v10?query=6307at5794	26S Proteasome non-ATPase regulatory subunit 1
6333at5794	Missing
6336at5794	Complete	4810_g	1040.3	543	https://www.orthodb.org/v10?query=6336at5794	Heat shock protein 70
6367at5794	Missing
6474at5794	Complete	1755_g	735.9	506	https://www.orthodb.org/v10?query=6474at5794	Glycyl-tRNA synthetase
6554at5794	Complete	3507_g	568.0	433	https://www.orthodb.org/v10?query=6554at5794	Bifunctional dihydrofolate reductase-thymidylate synthase
6605at5794	Complete	2228_g	948.5	559	https://www.orthodb.org/v10?query=6605at5794	Prolyl-tRNA synthetase
6785at5794	Complete	1323_g	488.1	491	https://www.orthodb.org/v10?query=6785at5794	Ribosome biogenesis protein TSR1, putative
6796at5794	Missing
6891at5794	Complete	2033_g	959.9	505	https://www.orthodb.org/v10?query=6891at5794	ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain
6993at5794	Complete	2190_g	650.2	401	https://www.orthodb.org/v10?query=6993at5794	adenylosuccinate lyase, putative
7036at5794	Complete	675_g	264.3	302	https://www.orthodb.org/v10?query=7036at5794	Syntaxin binding protein, putative
7091at5794	Complete	222_g	782.6	566	https://www.orthodb.org/v10?query=7091at5794	Topoisomerase I
7157at5794	Missing
7233at5794	Complete	1338_g	356.7	445	https://www.orthodb.org/v10?query=7233at5794	Flavodoxin domain-containing protein
7295at5794	Missing
7349at5794	Complete	2305_g	817.7	551	https://www.orthodb.org/v10?query=7349at5794	Heat shock protein 90, putative
7423at5794	Missing
7447at5794	Missing
7485at5794	Missing
7555at5794	Missing
7566at5794	Complete	690_g	406.3	380	https://www.orthodb.org/v10?query=7566at5794	Eukaryotic translation initiation factor 3 subunit L
7633at5794	Complete	2865_g	612.1	381	https://www.orthodb.org/v10?query=7633at5794	aspartate-tRNA ligase
7668at5794	Complete	2259_g	447.1	536	https://www.orthodb.org/v10?query=7668at5794	DNA-binding chaperone, putative
7687at5794	Complete	2180_g	670.8	438	https://www.orthodb.org/v10?query=7687at5794	Importin subunit alpha
7815at5794	Missing
7831at5794	Missing
7857at5794	Complete	2413_g	563.1	709	https://www.orthodb.org/v10?query=7857at5794	Arm repeat-containing protein
7863at5794	Missing
8020at5794	Missing
8041at5794	Complete	4467_g	725.5	440	https://www.orthodb.org/v10?query=8041at5794	GroEL-like apical domain superfamily
8055at5794	Complete	556_g	647.3	421	https://www.orthodb.org/v10?query=8055at5794	Poly(A) polymerase PAP, putative
8389at5794	Complete	961_g	665.4	456	https://www.orthodb.org/v10?query=8389at5794	Tryptophanyl-tRNA synthetase
8420at5794	Complete	2407_g	345.0	468	https://www.orthodb.org/v10?query=8420at5794	Heat shock protein 60, putative
8643at5794	Complete	43_g	922.7	501	https://www.orthodb.org/v10?query=8643at5794	RNA helicase 1, putative
8677at5794	Complete	2644_g	613.4	540	https://www.orthodb.org/v10?query=8677at5794	ATPase family AAA domain-containing protein 3
8690at5794	Missing
8695at5794	Complete	2108_g	475.4	447	https://www.orthodb.org/v10?query=8695at5794	tRNA (guanine(26)-N(2))-dimethyltransferase
8725at5794	Complete	448_g	379.0	348	https://www.orthodb.org/v10?query=8725at5794	Zinc finger protein, putative
8735at5794	Complete	2988_g	567.8	364	https://www.orthodb.org/v10?query=8735at5794	WD40-repeat-containing domain
8813at5794	Complete	1734_g	468.7	322	https://www.orthodb.org/v10?query=8813at5794	Nucleolar GTP-binding protein 2
8866at5794	Missing
8903at5794	Complete	879_g	754.1	398	https://www.orthodb.org/v10?query=8903at5794	Protein transport protein Sec61 alpha subunit isoform 1, putative
8944at5794	Complete	1377_g	518.2	348	https://www.orthodb.org/v10?query=8944at5794	Cytosol aminopeptidase, putative
9037at5794	Complete	720_g	735.3	462	https://www.orthodb.org/v10?query=9037at5794	TCP-1 chaperonin
9069at5794	Complete	225_g	586.1	466	https://www.orthodb.org/v10?query=9069at5794	Peptidyl-prolyl cis-trans isomerase
9164at5794	Complete	1804_g	379.5	301	https://www.orthodb.org/v10?query=9164at5794	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1
9293at5794	Complete	2449_g	784.5	410	https://www.orthodb.org/v10?query=9293at5794	ATP synthase subunit beta
9319at5794	Missing
9322at5794	Complete	2103_g	695.5	470	https://www.orthodb.org/v10?query=9322at5794	Translocation protein SEC63
9332at5794	Complete	837_g	690.6	422	https://www.orthodb.org/v10?query=9332at5794	Lysine--tRNA ligase
9361at5794	Complete	682_g	682.0	532	https://www.orthodb.org/v10?query=9361at5794	Nucleolar GTP-binding protein 1
9369at5794	Complete	1834_g	798.0	401	https://www.orthodb.org/v10?query=9369at5794	Eukaryotic translation initiation factor 2 gamma subunit, putative
9406at5794	Missing
9462at5794	Complete	929_g	310.5	223	https://www.orthodb.org/v10?query=9462at5794	RNA lariat debranching enzyme, putative
9529at5794	Complete	1882_g	488.2	504	https://www.orthodb.org/v10?query=9529at5794	Ribosome biogenesis protein BOP1, putative
9588at5794	Complete	592_g	453.1	312	https://www.orthodb.org/v10?query=9588at5794	Methylthiotransferase, N-terminal
9601at5794	Complete	901_g	327.5	332	https://www.orthodb.org/v10?query=9601at5794	WD40-repeat-containing domain
9725at5794	Complete	4203_g	536.7	381	https://www.orthodb.org/v10?query=9725at5794	Eukaryotic translation initiation factor 3 subunit 7, putative
9789at5794	Complete	2755_g	490.6	386	https://www.orthodb.org/v10?query=9789at5794	WD40/YVTN repeat-like-containing domain superfamily
9808at5794	Complete	1424_g	423.1	334	https://www.orthodb.org/v10?query=9808at5794	FACT complex subunit SSRP1
9847at5794	Missing
9982at5794	Complete	950_g	583.7	386	https://www.orthodb.org/v10?query=9982at5794	26S proteasome non-ATPase regulatory subunit 3
10029at5794	Complete	543_g	815.1	601	https://www.orthodb.org/v10?query=10029at5794	Ankyrin repeat-containing domain
10090at5794	Complete	48_g	444.2	414	https://www.orthodb.org/v10?query=10090at5794	Ubiquitin carboxyl-terminal hydrolase
10141at5794	Complete	252_g	470.9	333	https://www.orthodb.org/v10?query=10141at5794	Nuclear pore localisation protein NPL4, C-terminal
10293at5794	Complete	93_g	647.7	418	https://www.orthodb.org/v10?query=10293at5794	Mitochondrial processing peptidase alpha subunit, putative
10373at5794	Complete	2025_g	694.6	343	https://www.orthodb.org/v10?query=10373at5794	26S protease regulatory subunit 7, putative
10652at5794	Missing
10788at5794	Complete	3598_g	437.8	367	https://www.orthodb.org/v10?query=10788at5794	Winged helix-like DNA-binding domain superfamily
10838at5794	Complete	714_g	410.9	299	https://www.orthodb.org/v10?query=10838at5794	Cardiolipin synthetase
10854at5794	Complete	1629_g	730.4	522	https://www.orthodb.org/v10?query=10854at5794	tetratricopeptide repeat domain containing protein
10856at5794	Complete	1300_g	508.8	474	https://www.orthodb.org/v10?query=10856at5794	Creatinase, N-terminal
10909at5794	Complete	2150_g	491.6	477	https://www.orthodb.org/v10?query=10909at5794	FAD-dependent monooxygenase, putative
10935at5794	Missing
10985at5794	Complete	3222_g	655.3	342	https://www.orthodb.org/v10?query=10985at5794	Helicase, C-terminal
11003at5794	Missing
11034at5794	Complete	1814_g	485.4	308	https://www.orthodb.org/v10?query=11034at5794	Glycylpeptide N-tetradecanoyltransferase
11057at5794	Complete	408_g	683.1	389	https://www.orthodb.org/v10?query=11057at5794	RuvB-like helicase
11123at5794	Missing
11176at5794	Complete	3730_g	470.4	327	https://www.orthodb.org/v10?query=11176at5794	Phosphatidylinositol-4-phosphate 5-kinase, putative
11205at5794	Complete	40_g	445.1	365	https://www.orthodb.org/v10?query=11205at5794	Eukaryotic translation initiation factor 3 subunit E
11231at5794	Complete	477_g	597.3	479	https://www.orthodb.org/v10?query=11231at5794	Serine/threonine protein phosphatase, putative
11241at5794	Complete	1340_g	735.8	439	https://www.orthodb.org/v10?query=11241at5794	Signal recognition particle 54 kDa protein
11259at5794	Complete	3330_g	105.3	261	https://www.orthodb.org/v10?query=11259at5794	Protein disulfide isomerase
11284at5794	Missing
11346at5794	Complete	2503_g	662.8	386	https://www.orthodb.org/v10?query=11346at5794	Rab GDP dissociation inhibitor
11405at5794	Complete	3458_g	304.4	303	https://www.orthodb.org/v10?query=11405at5794	WD40-repeat-containing domain
11493at5794	Complete	4019_g	446.6	408	https://www.orthodb.org/v10?query=11493at5794	Splicing factor 3A subunit 3, putative
11582at5794	Complete	2448_g	480.1	333	https://www.orthodb.org/v10?query=11582at5794	Serine hydroxymethyltransferase
11612at5794	Complete	1611_g	588.9	410	https://www.orthodb.org/v10?query=11612at5794	Glucose-6-phosphate isomerase
11621at5794	Complete	1976_g	610.2	321	https://www.orthodb.org/v10?query=11621at5794	26S proteasome regulatory subunit
11677at5794	Complete	1360_g	685.7	689	https://www.orthodb.org/v10?query=11677at5794	WD40 repeat
11711at5794	Complete	978_g	267.5	375	https://www.orthodb.org/v10?query=11711at5794	tetratricopeptide repeat-containing protein
11713at5794	Missing
11718at5794	Complete	1916_g	462.5	359	https://www.orthodb.org/v10?query=11718at5794	Proteasome PCI domain-containing protein, putative
11783at5794	Complete	1771_g	712.4	351	https://www.orthodb.org/v10?query=11783at5794	Pseudouridine synthase, catalytic domain superfamily
11832at5794	Complete	4590_g	487.4	320	https://www.orthodb.org/v10?query=11832at5794	Actin
12016at5794	Complete	1816_g	436.1	272	https://www.orthodb.org/v10?query=12016at5794	Deoxyhypusine synthase
12071at5794	Complete	364_g	519.1	379	https://www.orthodb.org/v10?query=12071at5794	Signal recognition particle receptor alpha subunit
12125at5794	Complete	1854_g	351.8	259	https://www.orthodb.org/v10?query=12125at5794	tRNA-dihydrouridine synthase
12211at5794	Complete	2062_g	309.7	302	https://www.orthodb.org/v10?query=12211at5794	General transcription factor IIH polypeptide 2, putative
12351at5794	Complete	4773_g	653.8	330	https://www.orthodb.org/v10?query=12351at5794	26S Proteasome regulatory subunit 6A
12388at5794	Complete	4665_g	552.2	370	https://www.orthodb.org/v10?query=12388at5794	Nop domain
12440at5794	Missing
12505at5794	Missing
12644at5794	Complete	314_g	364.5	307	https://www.orthodb.org/v10?query=12644at5794	Chromatin assembly factor 1 subunit, putative
12743at5794	Missing
12797at5794	Complete	4319_g	189.1	222	https://www.orthodb.org/v10?query=12797at5794	mRNA triphosphatase Cet1-like
12818at5794	Missing
12942at5794	Complete	1793_g	351.8	270	https://www.orthodb.org/v10?query=12942at5794	mRNA capping enzyme
13036at5794	Missing
13102at5794	Complete	3993_g	590.6	339	https://www.orthodb.org/v10?query=13102at5794	S-adenosylmethionine synthase
13194at5794	Complete	4529_g	344.2	299	https://www.orthodb.org/v10?query=13194at5794	Thioredoxin, putative
13336at5794	Missing
13345at5794	Complete	4561_g	350.5	337	https://www.orthodb.org/v10?query=13345at5794	Pescadillo homolog
13556at5794	Missing
13632at5794	Missing
13724at5794	Complete	853_g	326.3	251	https://www.orthodb.org/v10?query=13724at5794	Rab-GTPase-TBC domain
13776at5794	Complete	1885_g	354.5	326	https://www.orthodb.org/v10?query=13776at5794	CobW/P47K family domain-containing protein, putative
13789at5794	Complete	1978_g	394.6	402	https://www.orthodb.org/v10?query=13789at5794	V-type proton ATPase subunit H
13817at5794	Complete	1697_g	438.9	307	https://www.orthodb.org/v10?query=13817at5794	Winged helix-like DNA-binding domain superfamily
13855at5794	Complete	3524_g	318.7	264	https://www.orthodb.org/v10?query=13855at5794	Ribonuclease Nob1, eukaryote
13883at5794	Missing
13893at5794	Complete	3723_g	345.4	306	https://www.orthodb.org/v10?query=13893at5794	26S proteasome non-ATPase regulatory subunit 13
13940at5794	Missing
14024at5794	Missing
14048at5794	Complete	2495_g	359.7	373	https://www.orthodb.org/v10?query=14048at5794	DEAD/DEAH box ATP-dependent RNA helicase, putative
14082at5794	Complete	546_g	710.0	424	https://www.orthodb.org/v10?query=14082at5794	Pyruvate kinase
14124at5794	Complete	113_g	583.9	367	https://www.orthodb.org/v10?query=14124at5794	Adenosylhomocysteinase
14227at5794	Complete	4568_g	521.7	276	https://www.orthodb.org/v10?query=14227at5794	Casein kinase 2, alpha subunit, putative
14479at5794	Complete	4573_g	222.6	281	https://www.orthodb.org/v10?query=14479at5794	tetratricopeptide repeat-containing protein
14505at5794	Complete	168_g	552.4	304	https://www.orthodb.org/v10?query=14505at5794	GDP-fucose transporter
14575at5794	Complete	1453_g	387.0	297	https://www.orthodb.org/v10?query=14575at5794	Translocation protein sec62
14640at5794	Complete	2355_g	287.2	293	https://www.orthodb.org/v10?query=14640at5794	Ataxin-3, putative
14681at5794	Missing
14874at5794	Missing
14957at5794	Complete	1195_g	509.8	321	https://www.orthodb.org/v10?query=14957at5794	V-type proton ATPase subunit
14975at5794	Complete	3341_g	488.3	256	https://www.orthodb.org/v10?query=14975at5794	WD40-repeat-containing domain
14987at5794	Complete	2083_g	521.7	340	https://www.orthodb.org/v10?query=14987at5794	Ubiquitin carboxyl-terminal hydrolase, putative
15126at5794	Complete	3075_g	379.8	311	https://www.orthodb.org/v10?query=15126at5794	Protein pelota homolog
15286at5794	Complete	948_g	344.3	255	https://www.orthodb.org/v10?query=15286at5794	Elongation factor 1-gamma
15299at5794	Complete	1459_g	394.5	375	https://www.orthodb.org/v10?query=15299at5794	Surp module domain-containing protein
15302at5794	Missing
15350at5794	Complete	4717_g	385.7	316	https://www.orthodb.org/v10?query=15350at5794	Endoplasmic reticulum oxidoreductin
15424at5794	Complete	1129_g	251.5	292	https://www.orthodb.org/v10?query=15424at5794	RNA 3'-terminal phosphate cyclase
15503at5794	Complete	1725_g	362.6	224	https://www.orthodb.org/v10?query=15503at5794	Ribosomal protein L5 eukaryotic/L18 archaeal
15514at5794	Missing
15540at5794	Complete	4523_g	317.4	306	https://www.orthodb.org/v10?query=15540at5794	Actin-like protein 3b, putative
15596at5794	Fragmented	2985_g	65.2	206	https://www.orthodb.org/v10?query=15596at5794	Probable tRNA N6-adenosine threonylcarbamoyltransferase
15774at5794	Complete	1167_g	380.7	332	https://www.orthodb.org/v10?query=15774at5794	Zinc finger C2H2 superfamily
15805at5794	Complete	140_g	436.8	320	https://www.orthodb.org/v10?query=15805at5794	WD40-repeat-containing domain
15855at5794	Missing
15916at5794	Complete	4763_g	451.1	316	https://www.orthodb.org/v10?query=15916at5794	26S Proteasome non-ATPase regulatory subunit 6
15993at5794	Complete	4614_g	352.0	251	https://www.orthodb.org/v10?query=15993at5794	UDP-galactose transporter, putative
16032at5794	Complete	2833_g	397.5	293	https://www.orthodb.org/v10?query=16032at5794	V-type proton ATPase subunit C
16039at5794	Complete	3050_g	484.7	357	https://www.orthodb.org/v10?query=16039at5794	Actin-like family protein ARP6, putative
16057at5794	Missing
16146at5794	Missing
16452at5794	Duplicated	3550_g	217.2	372	https://www.orthodb.org/v10?query=16452at5794	Tubulin gamma chain
16452at5794	Duplicated	1471_g	201.9	368	https://www.orthodb.org/v10?query=16452at5794	Tubulin gamma chain
16539at5794	Complete	237_g	301.8	254	https://www.orthodb.org/v10?query=16539at5794	Snap protein (Soluble n-ethylmaleimide-sensitive factor attachment protein)
16650at5794	Missing
16820at5794	Complete	1750_g	414.0	295	https://www.orthodb.org/v10?query=16820at5794	Mannose-1-phosphate guanyltransferase, putative
16994at5794	Complete	1265_g	529.4	376	https://www.orthodb.org/v10?query=16994at5794	Vacuolar sorting ATPase Vps4, putative
17044at5794	Complete	2732_g	257.6	180	https://www.orthodb.org/v10?query=17044at5794	Proteasome subunit beta
17200at5794	Complete	2619_g	380.9	363	https://www.orthodb.org/v10?query=17200at5794	WD40-repeat-containing domain
17218at5794	Missing
17380at5794	Complete	1534_g	402.9	273	https://www.orthodb.org/v10?query=17380at5794	Eukaryotic translation initiation factor 5, putative
17412at5794	Missing
17497at5794	Missing
17863at5794	Complete	1920_g	88.3	231	https://www.orthodb.org/v10?query=17863at5794	Ethanolamine kinase
17961at5794	Complete	258_g	407.1	256	https://www.orthodb.org/v10?query=17961at5794	60S ribosomal protein L4
17999at5794	Missing
18011at5794	Missing
18071at5794	Missing
18098at5794	Missing
18101at5794	Complete	709_g	325.0	244	https://www.orthodb.org/v10?query=18101at5794	Palmitoyltransferase
18209at5794	Complete	1449_g	408.9	355	https://www.orthodb.org/v10?query=18209at5794	DNA primase
18255at5794	Complete	75_g	61.9	133	https://www.orthodb.org/v10?query=18255at5794	Ubiquitin fusion degradation protein
18428at5794	Complete	4221_g	346.1	222	https://www.orthodb.org/v10?query=18428at5794	Diphthine synthase
18484at5794	Complete	638_g	368.2	359	https://www.orthodb.org/v10?query=18484at5794	Brf1p family coiled coil protein
18489at5794	Complete	1501_g	294.2	230	https://www.orthodb.org/v10?query=18489at5794	Threonylcarbamoyl-AMP synthase
18531at5794	Complete	1746_g	195.1	186	https://www.orthodb.org/v10?query=18531at5794	DNA-directed RNA polymerase III subunit RPC6
18566at5794	Complete	2650_g	384.6	229	https://www.orthodb.org/v10?query=18566at5794	Ribosomal protein S8e, putative
18683at5794	Missing
18706at5794	Complete	3687_g	373.7	192	https://www.orthodb.org/v10?query=18706at5794	Ribosomal protein S2
18711at5794	Complete	1450_g	263.1	222	https://www.orthodb.org/v10?query=18711at5794	Tetratricopeptide-like helical domain superfamily
18971at5794	Complete	1067_g	452.3	278	https://www.orthodb.org/v10?query=18971at5794	Ribose-phosphate pyrophosphokinase
19039at5794	Complete	576_g	333.7	203	https://www.orthodb.org/v10?query=19039at5794	Ribonuclease
19103at5794	Complete	3906_g	378.3	254	https://www.orthodb.org/v10?query=19103at5794	26S Proteasome non-ATPase regulatory subunit 7/8
19128at5794	Complete	498_g	212.3	182	https://www.orthodb.org/v10?query=19128at5794	Transcription initiation factor TFIIH subunit 3
19183at5794	Complete	4308_g	380.9	217	https://www.orthodb.org/v10?query=19183at5794	40S ribosomal protein S3a
19225at5794	Complete	158_g	416.1	221	https://www.orthodb.org/v10?query=19225at5794	Ribosomal protein L2
19406at5794	Missing
19467at5794	Complete	1369_g	406.8	203	https://www.orthodb.org/v10?query=19467at5794	Ribosomal protein S5
19469at5794	Complete	147_g	207.8	230	https://www.orthodb.org/v10?query=19469at5794	Nitric oxide synthase-interacting protein
19474at5794	Missing
19637at5794	Missing
19790at5794	Complete	4464_g	353.1	218	https://www.orthodb.org/v10?query=19790at5794	Ribosomal protein L30, ferredoxin-like fold domain
19810at5794	Missing
20051at5794	Complete	614_g	277.4	181	https://www.orthodb.org/v10?query=20051at5794	Splicing factor 3A subunit 2, putative
20052at5794	Complete	992_g	385.6	223	https://www.orthodb.org/v10?query=20052at5794	Eukaryotic translation initiation factor 6
20090at5794	Complete	1724_g	331.7	212	https://www.orthodb.org/v10?query=20090at5794	Ribosomal protein L7A/L8
20348at5794	Complete	919_g	292.1	184	https://www.orthodb.org/v10?query=20348at5794	Vacuolar ATP synthase subunit d, putative
20369at5794	Complete	1417_g	251.1	222	https://www.orthodb.org/v10?query=20369at5794	Multisynthetase complex auxiliary component p43, putative
20427at5794	Missing
20436at5794	Complete	2320_g	315.6	209	https://www.orthodb.org/v10?query=20436at5794	Integral membrane protein, putative
20882at5794	Complete	1000_g	235.2	197	https://www.orthodb.org/v10?query=20882at5794	Syntaxin 5
20983at5794	Complete	1942_g	135.8	130	https://www.orthodb.org/v10?query=20983at5794	Methyltransferase domain protein
20986at5794	Complete	192_g	196.5	159	https://www.orthodb.org/v10?query=20986at5794	hypothetical protein, conserved
21092at5794	Fragmented	2781_g	193.9	173	https://www.orthodb.org/v10?query=21092at5794	Hydrolase, TatD family domain-containing protein, putative
21124at5794	Complete	1796_g	324.1	169	https://www.orthodb.org/v10?query=21124at5794	Ribosomal protein L10e/L16
21158at5794	Missing
21312at5794	Complete	2522_g	182.7	195	https://www.orthodb.org/v10?query=21312at5794	zinc finger (C-x8-C-x5-C-x3-H)-2, putative
21351at5794	Missing
21375at5794	Missing
21423at5794	Complete	707_g	327.2	307	https://www.orthodb.org/v10?query=21423at5794	Step II splicing factor slu7, putative
21482at5794	Missing
21522at5794	Complete	2076_g	228.4	186	https://www.orthodb.org/v10?query=21522at5794	Alpha--mannosyl-glycoprotein beta-2-n
21541at5794	Missing
21717at5794	Complete	1402_g	277.2	235	https://www.orthodb.org/v10?query=21717at5794	Zinc finger, CCCH-type
21843at5794	Complete	1157_g	190.5	158	https://www.orthodb.org/v10?query=21843at5794	Derlin
21882at5794	Missing
